# Matter power spectrum P(k) at redshift z=0
# for k=1.04206e-05 to 1.08688 h/Mpc,
# number of wavenumbers equal to 603
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.759011516805e-02       3.580927193106e+03 
       1.772010264146e-02       3.578979801544e+03 
       1.785014050199e-02       3.577131988533e+03 
       1.798022954618e-02       3.574811131549e+03 
       1.811037059412e-02       3.572543488477e+03 
       1.824056448975e-02       3.569837720950e+03 
       1.837081210124e-02       3.567057875303e+03 
       1.850111432132e-02       3.564195528616e+03 
       1.863147206769e-02       3.560965046294e+03 
       1.876188628337e-02       3.557719226860e+03 
       1.889235793715e-02       3.554120953869e+03 
       1.902288802400e-02       3.550515749534e+03 
       1.915347756555e-02       3.546574014679e+03 
       1.928412761048e-02       3.542509178541e+03 
       1.941483923509e-02       3.538282930627e+03 
       1.954561354375e-02       3.534093271583e+03 
       1.967645166942e-02       3.529559020515e+03 
       1.980735477421e-02       3.524852305023e+03 
       1.993832404991e-02       3.519940736932e+03 
       2.006936071861e-02       3.514950548045e+03 
       2.020046603324e-02       3.509770847583e+03 
       2.033164127822e-02       3.504606729882e+03 
       2.046288777012e-02       3.499162481635e+03 
       2.059420685826e-02       3.493574486133e+03 
       2.072559992545e-02       3.487699392102e+03 
       2.085706838865e-02       3.481818012463e+03 
       2.098861369972e-02       3.475959129174e+03 
       2.112023734617e-02       3.469716088985e+03 
       2.125194085192e-02       3.463416375232e+03 
       2.138372577811e-02       3.457019679673e+03 
       2.151559372392e-02       3.450491900737e+03 
       2.164754632740e-02       3.443844313409e+03 
       2.177958526640e-02       3.437089019357e+03 
       2.191171225941e-02       3.430192457257e+03 
       2.204392906655e-02       3.423172714453e+03 
       2.217623749047e-02       3.416027842186e+03 
       2.230863937740e-02       3.408802370148e+03 
       2.244113661815e-02       3.401449514678e+03 
       2.257373114915e-02       3.393970802033e+03 
       2.270642495357e-02       3.386413654714e+03 
       2.283922006239e-02       3.378807942835e+03 
       2.297211855563e-02       3.370974611419e+03 
       2.310512256347e-02       3.363198840198e+03 
       2.323823426753e-02       3.355122436816e+03 
       2.337145590214e-02       3.347068775192e+03 
       2.350478975560e-02       3.338874652540e+03 
       2.363823817159e-02       3.330652806423e+03 
       2.377180355052e-02       3.322302691893e+03 
       2.390548835100e-02       3.313857178326e+03 
       2.403929509132e-02       3.305348809464e+03 
       2.417322635095e-02       3.296729148051e+03 
       2.430728477217e-02       3.288154468093e+03 
       2.444147306165e-02       3.279302697923e+03 
       2.457579399219e-02       3.270438554821e+03 
       2.471025040442e-02       3.261601999353e+03 
       2.484484520861e-02       3.252574578836e+03 
       2.497958138653e-02       3.243494532756e+03 
       2.511446199337e-02       3.234319811515e+03 
       2.524949015970e-02       3.225129311226e+03 
       2.538466909356e-02       3.215931436287e+03 
       2.552000208254e-02       3.206522155575e+03 
       2.565549249596e-02       3.197127876584e+03 
       2.579114378719e-02       3.187665651617e+03 
       2.592695949593e-02       3.178149755942e+03 
       2.606294325065e-02       3.168535278220e+03 
       2.619909877110e-02       3.158987984332e+03 
       2.633542987090e-02       3.149220599570e+03 
       2.647194046021e-02       3.139463451705e+03 
       2.660863454854e-02       3.129725919461e+03 
       2.674551624756e-02       3.119817840661e+03 
       2.688258977414e-02       3.109975188139e+03 
       2.701985945341e-02       3.099971773112e+03 
       2.715732972196e-02       3.090026623755e+03 
       2.729500513111e-02       3.079992701177e+03 
       2.743289035043e-02       3.069883348915e+03 
       2.757099017121e-02       3.059749653028e+03 
       2.770930951021e-02       3.049589643706e+03 
       2.784785341348e-02       3.039421815639e+03 
       2.798662706029e-02       3.029163958625e+03 
       2.812563576733e-02       3.018882023551e+03 
       2.826488499293e-02       3.008583313469e+03 
       2.840438034155e-02       2.998242714884e+03 
       2.854412756837e-02       2.987869200993e+03 
       2.868413258412e-02       2.977477458961e+03 
       2.882440146005e-02       2.967038456719e+03 
       2.896494043314e-02       2.956626354941e+03 
       2.910575591146e-02       2.946166363020e+03 
       2.924685447984e-02       2.935589074754e+03 
       2.938824290569e-02       2.925107337531e+03 
       2.952992814506e-02       2.914499412975e+03 
       2.967191734903e-02       2.903976031726e+03 
       2.981421787025e-02       2.893310286209e+03 
       2.995683726987e-02       2.882689362073e+03 
       3.009978332469e-02       2.872035256385e+03 
       3.024306403464e-02       2.861393353942e+03 
       3.038668763056e-02       2.850749919552e+03 
       3.053066258240e-02       2.840015394693e+03 
       3.067499760764e-02       2.829313126677e+03 
       3.081970168023e-02       2.818592340579e+03 
       3.096478403981e-02       2.807857914584e+03 
       3.111025420145e-02       2.797109473814e+03 
       3.125612196574e-02       2.786352774549e+03 
       3.140239742941e-02       2.775620804897e+03 
       3.154909099640e-02       2.764835310681e+03 
       3.169621338949e-02       2.754025797274e+03 
       3.184377566244e-02       2.743234086276e+03 
       3.199178921272e-02       2.732448653722e+03 
       3.214026579485e-02       2.721624302357e+03 
       3.228921753445e-02       2.710814269022e+03 
       3.243865694286e-02       2.700003283811e+03 
       3.258859693257e-02       2.689196846006e+03 
       3.273905083344e-02       2.678362185257e+03 
       3.289003240964e-02       2.667512183643e+03 
       3.304155587758e-02       2.656687159906e+03 
       3.319363592466e-02       2.645884748415e+03 
       3.334628772906e-02       2.635040515886e+03 
       3.349952698058e-02       2.624199506401e+03 
       3.365336990249e-02       2.613340098536e+03 
       3.380783327471e-02       2.602503053196e+03 
       3.396293445813e-02       2.591700638651e+03 
       3.411869142031e-02       2.580876297627e+03 
       3.427512276259e-02       2.570028505053e+03 
       3.443224774876e-02       2.559177218266e+03 
       3.459008633536e-02       2.548397459625e+03 
       3.474865920362e-02       2.537529204804e+03 
       3.490798779340e-02       2.526717881559e+03 
       3.506809433905e-02       2.515918221664e+03 
       3.522900190736e-02       2.505110736072e+03 
       3.539073443791e-02       2.494290021141e+03 
       3.555331678574e-02       2.483487802296e+03 
       3.571677476678e-02       2.472690225100e+03 
       3.588113520600e-02       2.461892063589e+03 
       3.604642598866e-02       2.451100011112e+03 
       3.621267611484e-02       2.440336308684e+03 
       3.637991575745e-02       2.429561950018e+03 
       3.654817632410e-02       2.418773970795e+03 
       3.671749052301e-02       2.408052897771e+03 
       3.688789243340e-02       2.397269223081e+03 
       3.705941758069e-02       2.386491007276e+03 
       3.723210301680e-02       2.375746330803e+03 
       3.740598740618e-02       2.364988970056e+03 
       3.758111111783e-02       2.354257821208e+03 
       3.775751632403e-02       2.343529407533e+03 
       3.793524710623e-02       2.332806839373e+03 
       3.811434956870e-02       2.322058308333e+03 
       3.829487196082e-02       2.311347182629e+03 
       3.847686480858e-02       2.300627879396e+03 
       3.866038105627e-02       2.289907549297e+03 
       3.884547621928e-02       2.279178645219e+03 
       3.903220854898e-02       2.268492328820e+03 
       3.922063921103e-02       2.257772601966e+03 
       3.941083247821e-02       2.247071812354e+03 
       3.960285593935e-02       2.236351099044e+03 
       3.979678072600e-02       2.225660407167e+03 
       3.999268175844e-02       2.214980723563e+03 
       4.019063801341e-02       2.204257277053e+03 
       4.039073281548e-02       2.193545480890e+03 
       4.059305415483e-02       2.182859874395e+03 
       4.079769503422e-02       2.172102398621e+03 
       4.100475384851e-02       2.161419461242e+03 
       4.121433480028e-02       2.150709256802e+03 
       4.142654835573e-02       2.139962020384e+03 
       4.164151174566e-02       2.129213089595e+03 
       4.185934951690e-02       2.118488160672e+03 
       4.208019414017e-02       2.107735477372e+03 
       4.230418668160e-02       2.096956076674e+03 
       4.253147754575e-02       2.086173813350e+03 
       4.276222729946e-02       2.075400333371e+03 
       4.299660758703e-02       2.064570237631e+03 
       4.323480214917e-02       2.053748153975e+03 
       4.347700795965e-02       2.042886080892e+03 
       4.372343649631e-02       2.032020547463e+03 
       4.397431516545e-02       2.021122356156e+03 
       4.422988890203e-02       2.010236281612e+03 
       4.449042197184e-02       1.999239520430e+03 
       4.475620000645e-02       1.988277012707e+03 
       4.502753230701e-02       1.977235994532e+03 
       4.530475446011e-02       1.966175143108e+03 
       4.558823131619e-02       1.955083033972e+03 
       4.587836039146e-02       1.943953160993e+03 
       4.617557576556e-02       1.932736952533e+03 
       4.648035256198e-02       1.921512445930e+03 
       4.679321211609e-02       1.910185503650e+03 
       4.711472795746e-02       1.898796636039e+03 
       4.744553276042e-02       1.887299307430e+03 
       4.778632645086e-02       1.875822446376e+03 
       4.813788569931e-02       1.864205853852e+03 
       4.850107508359e-02       1.852468286506e+03 
       4.887686027110e-02       1.840601401056e+03 
       4.926632365536e-02       1.828663523947e+03 
       4.967068298830e-02       1.816618693098e+03 
       5.009131368619e-02       1.804409126037e+03 
       5.052977566070e-02       1.792051272920e+03 
       5.098784574743e-02       1.779512395657e+03 
       5.146755708620e-02       1.766818794020e+03 
       5.197124716478e-02       1.753936592274e+03 
       5.250161668691e-02       1.740770152534e+03 
       5.306180198290e-02       1.727352644631e+03 
       5.365546435363e-02       1.713624908455e+03 
       5.428690051164e-02       1.699491760632e+03 
       5.496117909081e-02       1.684967402104e+03 
       5.568430885770e-02       1.669953344601e+03 
       5.646344436477e-02       1.654375686218e+03 
       5.730713347390e-02       1.638036241801e+03 
       5.822560673139e-02       1.620895830823e+03 
       5.923109774848e-02       1.602714338867e+03 
       6.033816081082e-02       1.583072984074e+03 
       6.156390783279e-02       1.561895108386e+03 
       6.292801003928e-02       1.538468002837e+03 
       6.445219445207e-02       1.512174802795e+03 
       6.615883637982e-02       1.482272730882e+03 
       6.806821557084e-02       1.447810318038e+03 
       7.019430838900e-02       1.407590552784e+03 
       7.253989843048e-02       1.360848397652e+03 
       7.509309108111e-02       1.307104770371e+03 
       7.782776303244e-02       1.246748544051e+03 
       8.070867154377e-02       1.181167687487e+03 
       8.369885060020e-02       1.112629038750e+03 
       8.676568653005e-02       1.043759781799e+03 
       8.988377060720e-02       9.772339412693e+02 
       9.303496433100e-02       9.153183786896e+02 
       9.620706340812e-02       8.596589291787e+02 
       9.939216827806e-02       8.112094693410e+02 
       1.025852903840e-01       7.702354135159e+02 
       1.057833276782e-01       7.363991627219e+02 
       1.089843694334e-01       7.089041522880e+02 
       1.121872454769e-01       6.865630509919e+02 
       1.153912416022e-01       6.680855741442e+02 
       1.185959227259e-01       6.520319716151e+02 
       1.218010240399e-01       6.370269382229e+02 
       1.250063843977e-01       6.219097821210e+02 
       1.282119056876e-01       6.057174328255e+02 
       1.314175281063e-01       5.878420273527e+02 
       1.346232151291e-01       5.681243133326e+02 
       1.378289443781e-01       5.466713227064e+02 
       1.410347020787e-01       5.238592026417e+02 
       1.442404796919e-01       5.003233507507e+02 
       1.474462718706e-01       4.767578776428e+02 
       1.506520752176e-01       4.539094780673e+02 
       1.538578875307e-01       4.323989284012e+02 
       1.570637073438e-01       4.127144090310e+02 
       1.602695336474e-01       3.951939603942e+02 
       1.634753657181e-01       3.799471985631e+02 
       1.666812030144e-01       3.669572956452e+02 
       1.698870451127e-01       3.560308072990e+02 
       1.730928916674e-01       3.468640107425e+02 
       1.762987423870e-01       3.390751792938e+02 
       1.795045970182e-01       3.322051875907e+02 
       1.827104553362e-01       3.258787744351e+02 
       1.859163171382e-01       3.197337271992e+02 
       1.891221822392e-01       3.133548187173e+02 
       1.923280504690e-01       3.065213620443e+02 
       1.955339216701e-01       2.990520882281e+02 
       1.987397956962e-01       2.909363691929e+02 
       2.019456724107e-01       2.822575886755e+02 
       2.051515516863e-01       2.731754293570e+02 
       2.083574334033e-01       2.639291793024e+02 
       2.115633174499e-01       2.547390189886e+02 
       2.147692037208e-01       2.458336490943e+02 
       2.179750921171e-01       2.373866898382e+02 
       2.211809825456e-01       2.295201354724e+02 
       2.243868749185e-01       2.223581204352e+02 
       2.275927691533e-01       2.159075618125e+02 
       2.307986651716e-01       2.101957329170e+02 
       2.340045628998e-01       2.051465208237e+02 
       2.372104622679e-01       2.006920185265e+02 
       2.404163632100e-01       1.967170360436e+02 
       2.436222656636e-01       1.930611654390e+02 
       2.468281695693e-01       1.896010201225e+02 
       2.500340748709e-01       1.862138527820e+02 
       2.532399815151e-01       1.827860977640e+02 
       2.564458894512e-01       1.792471657289e+02 
       2.596517986312e-01       1.755600899317e+02 
       2.628577090091e-01       1.717017307268e+02 
       2.660636205414e-01       1.676968622790e+02 
       2.692695331867e-01       1.635792488952e+02 
       2.724754469054e-01       1.594086087167e+02 
       2.756813616599e-01       1.552433144636e+02 
       2.788872774142e-01       1.511520471470e+02 
       2.820931941341e-01       1.472180920296e+02 
       2.852991117868e-01       1.434877386503e+02 
       2.885050303411e-01       1.399935261525e+02 
       2.917109497671e-01       1.367627790193e+02 
       2.949168700361e-01       1.337894918054e+02 
       2.981227911209e-01       1.310578680194e+02 
       3.013287129953e-01       1.285366074414e+02 
       3.045346356342e-01       1.261874631837e+02 
       3.077405590136e-01       1.239753318471e+02 
       3.109464831105e-01       1.218607194023e+02 
       3.141524079028e-01       1.197917788518e+02 
       3.173583333693e-01       1.177493455822e+02 
       3.205642594896e-01       1.157047939339e+02 
       3.237701862444e-01       1.136233478344e+02 
       3.269761136147e-01       1.115153697039e+02 
       3.301820415827e-01       1.093670777036e+02 
       3.333879701309e-01       1.072017918979e+02 
       3.365938992428e-01       1.050332627308e+02 
       3.397998289022e-01       1.028875787656e+02 
       3.430057590938e-01       1.007696319151e+02 
       3.462116898027e-01       9.871306241301e+01 
       3.494176210146e-01       9.672428962733e+01 
       3.526235527158e-01       9.481987200009e+01 
       3.558294848929e-01       9.300551443363e+01 
       3.590354175331e-01       9.128351963540e+01 
       3.622413506241e-01       8.965447896168e+01 
       3.654472841540e-01       8.811203533084e+01 
       3.686532181113e-01       8.664790297280e+01 
       3.718591524848e-01       8.524264338016e+01 
       3.750650872639e-01       8.388763198857e+01 
       3.782710224381e-01       8.255906053711e+01 
       3.814769579976e-01       8.125909447579e+01 
       3.846828939326e-01       7.996744114988e+01 
       3.878888302338e-01       7.868850335101e+01 
       3.910947668921e-01       7.741481784660e+01 
       3.943007038987e-01       7.614704857513e+01 
       3.975066412453e-01       7.488285846636e+01 
       4.007125789236e-01       7.362585512268e+01 
       4.039185169258e-01       7.238270785467e+01 
       4.071244552440e-01       7.115798766730e+01 
       4.103303938709e-01       6.995813845994e+01 
       4.135363327993e-01       6.879167867252e+01 
       4.167422720222e-01       6.765528310125e+01 
       4.199482115328e-01       6.655424074138e+01 
       4.231541513246e-01       6.549098308267e+01 
       4.263600913911e-01       6.446321868806e+01 
       4.295660317263e-01       6.346948525876e+01 
       4.327719723241e-01       6.250908595745e+01 
       4.359779131787e-01       6.157844215889e+01 
       4.391838542845e-01       6.067504269526e+01 
       4.423897956359e-01       5.979515681117e+01 
       4.455957372277e-01       5.893296179555e+01 
       4.488016790547e-01       5.808911628706e+01 
       4.520076211119e-01       5.725754924910e+01 
       4.552135633943e-01       5.643614150224e+01 
       4.584195058973e-01       5.562367607028e+01 
       4.616254486163e-01       5.482023254246e+01 
       4.648313915467e-01       5.402612807715e+01 
       4.680373346842e-01       5.324303885713e+01 
       4.712432780245e-01       5.247066675303e+01 
       4.744492215636e-01       5.171026398555e+01 
       4.776551652974e-01       5.096523830188e+01 
       4.808611092219e-01       5.023220564866e+01 
       4.840670533335e-01       4.951578457355e+01 
       4.872729976284e-01       4.881677553213e+01 
       4.904789421030e-01       4.813609320323e+01 
       4.936848867537e-01       4.747401870036e+01 
       4.968908315772e-01       4.682963806558e+01 
       5.000967765701e-01       4.620116359983e+01 
       5.033027217293e-01       4.558688053663e+01 
       5.065086670514e-01       4.498547905124e+01 
       5.097146125334e-01       4.439598534002e+01 
       5.129205581724e-01       4.381589248868e+01 
       5.161265039653e-01       4.324742456404e+01 
       5.193324499094e-01       4.268809744552e+01 
       5.225383960018e-01       4.213894066554e+01 
       5.257443422398e-01       4.159451934316e+01 
       5.289502886208e-01       4.105741313724e+01 
       5.321562351421e-01       4.052739079554e+01 
       5.353621818013e-01       4.000530146784e+01 
       5.385681285959e-01       3.949119095413e+01 
       5.417740755234e-01       3.898466571530e+01 
       5.449800225815e-01       3.849067621915e+01 
       5.481859697679e-01       3.800468217033e+01 
       5.513919170804e-01       3.752806020174e+01 
       5.545978645167e-01       3.705998504673e+01 
       5.578038120748e-01       3.660091410668e+01 
       5.610097597525e-01       3.615078999439e+01 
       5.642157075478e-01       3.570962893558e+01 
       5.674216554586e-01       3.527702164167e+01 
       5.706276034831e-01       3.485299064334e+01 
       5.738335516194e-01       3.443663649247e+01 
       5.770394998655e-01       3.402730365052e+01 
       5.802454482196e-01       3.362440001552e+01 
       5.834513966800e-01       3.322758628913e+01 
       5.866573452449e-01       3.283679428509e+01 
       5.898632939126e-01       3.245207643253e+01 
       5.930692426814e-01       3.207221038661e+01 
       5.962751915496e-01       3.169937819881e+01 
       5.994811405158e-01       3.133322966020e+01 
       6.026870895783e-01       3.097119753057e+01 
       6.058930387356e-01       3.061427084966e+01 
       6.090989879861e-01       3.026253756688e+01 
       6.123049373285e-01       2.991631327328e+01 
       6.155108867612e-01       2.957583033924e+01 
       6.187168362830e-01       2.924126608090e+01 
       6.219227858923e-01       2.891253722382e+01 
       6.251287355878e-01       2.858938055248e+01 
       6.283346853683e-01       2.827146283015e+01 
       6.315406352324e-01       2.795853652143e+01 
       6.347465851788e-01       2.765043579769e+01 
       6.379525352063e-01       2.734731865594e+01 
       6.411584853137e-01       2.704911459664e+01 
       6.443644354999e-01       2.675578562481e+01 
       6.475703857635e-01       2.646705994649e+01 
       6.507763361035e-01       2.618262925279e+01 
       6.539822865187e-01       2.590217445721e+01 
       6.571882370081e-01       2.562548024016e+01 
       6.603941875705e-01       2.535253386032e+01 
       6.636001382049e-01       2.508345327952e+01 
       6.668060889103e-01       2.481834740682e+01 
       6.700120396856e-01       2.455725204993e+01 
       6.732179905299e-01       2.430016774017e+01 
       6.764239414421e-01       2.404673476494e+01 
       6.796298924213e-01       2.379679676550e+01 
       6.828358434665e-01       2.355029845402e+01 
       6.860417945768e-01       2.330724778808e+01 
       6.892477457514e-01       2.306775727088e+01 
       6.924536969892e-01       2.283194449484e+01 
       6.956596482895e-01       2.259977077920e+01 
       6.988655996513e-01       2.237114188098e+01 
       7.020715510739e-01       2.214583571102e+01 
       7.052775025564e-01       2.192361358924e+01 
       7.084834540979e-01       2.170433771086e+01 
       7.116894056977e-01       2.148801224447e+01 
       7.148953573551e-01       2.127468057093e+01 
       7.181013090691e-01       2.106442298397e+01 
       7.213072608391e-01       2.085720294360e+01 
       7.245132126643e-01       2.065289299685e+01 
       7.277191645440e-01       2.045131200923e+01 
       7.309251164775e-01       2.025229664781e+01 
       7.341310684640e-01       2.005578636923e+01 
       7.373370205029e-01       1.986174286964e+01 
       7.405429725935e-01       1.967038925197e+01 
       7.437489247351e-01       1.948165459926e+01 
       7.469548769271e-01       1.929560226340e+01 
       7.501608291688e-01       1.911214747041e+01 
       7.533667814595e-01       1.893112326299e+01 
       8.234874627028e-01       1.550314697341e+01 
       9.251239713268e-01       1.190524100944e+01 
       1.086877479463e+00       8.218773331733e+00 
